Session_Frequency,Total_Duration,Total_Traffic
1,146199597.0,691226245.0
1,23997394.0,478416527.0
1,171038698.0,866465305.0
1,123131921.0,440702229.0
1,11566977.0,144489234.0
2,171315519.0,991955766.0
1,412230454.0,155629544.0
3,253676534.0,1039310094.0
1,30564349.0,791689211.0
1,26838502.0,260124753.0
1,17304323.0,800183634.0
2,167035805.0,1558923922.0
1,163639944.0,338944160.0
2,193652813.0,1379758139.0
3,351407207.0,618687563.0
1,87787320.0,512124431.0
1,37629178.0,392173455.0
1,40754229.0,581141873.0
1,11555763.0,674297330.0
1,87202863.0,800918464.0
1,91132684.0,458997904.0
3,279463832.0,1329860205.0
2,76232312.0,1128928644.0
3,208083976.0,2039378262.0
2,58025796.0,1086147541.0
2,234458659.0,1120324295.0
1,123213910.0,227349485.0
1,108262527.0,180907120.0
2,240084996.0,1442090974.0
1,43752615.0,371037616.0
2,30764972.0,1175290989.0
2,103346011.0,1105751471.0
1,338540805.0,393477688.0
1,25888259.0,867423286.0
1,86486413.0,905431533.0
3,51034288.0,1430079530.0
2,141873773.0,1041018295.0
1,114076791.0,762822769.0
1,16300178.0,391530656.0
3,313935054.0,1307551435.0
1,62543656.0,736801133.0
1,86486402.0,101455070.0
1,19583988.0,197752378.0
1,136682563.0,140739315.0
1,215222972.0,361483810.0
2,93597395.0,938541068.0
1,53846889.0,577872689.0
1,203610417.0,306642819.0
1,103883488.0,135479588.0
1,86486437.0,860655879.0
1,84605248.0,121106501.0
1,86483404.0,612025933.0
3,162613369.0,1977919794.0
1,156659351.0,147830385.0
1,109204499.0,104323128.0
2,45881559.0,461355642.0
1,96204905.0,698975427.0
1,11940094.0,781910705.0
3,1070799861.0,681833965.0
2,90437151.0,1040181538.0
3,162688259.0,2109443146.0
1,24056566.0,852248688.0
1,177525359.0,827335987.0
1,139054872.0,569281090.0
2,301082840.0,714152866.0
1,36210046.0,893656652.0
1,13635860.0,593928231.0
2,328962999.0,575558472.0
1,119522130.0,203186562.0
2,77218481.0,526431029.0
1,39116557.0,312131121.0
1,191357285.0,675605170.0
2,132258759.0,997391641.0
1,27956580.0,833990368.0
1,136584402.0,918708815.0
1,76311026.0,573980085.0
1,8709069.0,757975070.0
1,86486319.0,490460433.0
2,67235211.0,1152101179.0
1,140235869.0,614824748.0
1,140435491.0,740557728.0
1,98985303.0,547204531.0
2,110948957.0,669763410.0
1,46734309.0,155340112.0
1,30825104.0,801789900.0
1,246021500.0,469591151.0
3,274825047.0,1468622917.0
1,86201222.0,136829608.0
1,33391016.0,575948814.0
2,173047747.0,1061353820.0
2,69403674.0,441677358.0
1,86486325.0,492344891.0
1,25437681.0,81509500.0
2,78641640.0,1337944703.0
2,71941488.0,1010202499.0
1,63821293.0,223027271.0
1,13432752.0,598651745.0
1,86486424.0,303942434.0
1,96408037.0,466280262.0
2,75244814.0,743496469.0
1,93439594.0,847660154.0
1,49323195.0,664821263.0
1,15523729.0,505425882.0
1,183315198.0,324015526.0
1,88226696.0,863206567.0
1,86486307.0,125453221.0
1,25273102.0,263649980.0
1,19629840.0,762624339.0
1,177521695.0,439433714.0
1,89142609.0,139714298.0
1,86486282.0,682980314.0
1,41844515.0,650315903.0
1,89683642.0,218518383.0
1,92841361.0,902372097.0
2,218027849.0,814803572.0
1,440698247.0,119619168.0
3,202232423.0,2132625412.0
1,86486256.0,335403438.0
1,67158822.0,738789980.0
1,96831654.0,576796522.0
1,21188584.0,137090038.0
1,51595570.0,472238914.0
1,160359920.0,330112242.0
2,188295874.0,1022010496.0
1,14223801.0,383446743.0
1,82885609.0,401188193.0
2,107955076.0,534994061.0
1,86486178.0,869152925.0
1,23958362.0,294365381.0
1,41893053.0,593473728.0
1,126432046.0,475419924.0
1,96068237.0,183567263.0
2,197965608.0,791842096.0
1,139970482.0,80247863.0
1,97791227.0,797547407.0
3,257872525.0,2092990520.0
1,29429650.0,105498178.0
2,359437771.0,979809422.0
2,272321119.0,843042739.0
1,162192044.0,149184285.0
1,15443696.0,806307661.0
1,124371177.0,602218910.0
1,305916461.0,294324622.0
1,99008199.0,290730052.0
1,177627117.0,228024643.0
1,174692089.0,461582364.0
1,25762362.0,853159653.0
1,81821688.0,485490578.0
2,298669780.0,712727891.0
1,35558663.0,208645277.0
1,299035874.0,209550851.0
1,184147852.0,759808296.0
1,121093448.0,631665182.0
1,145143828.0,469098758.0
1,31942929.0,905927199.0
2,363886953.0,1206468078.0
2,200406382.0,1391824724.0
1,86486397.0,781534152.0
1,62075335.0,485362881.0
1,34834711.0,261282320.0
2,144436678.0,1402416135.0
1,165196412.0,345758305.0
2,340850442.0,1125830572.0
1,80306846.0,148179772.0
1,23094671.0,259037853.0
1,18190588.0,787396322.0
1,29201210.0,311107892.0
1,15292911.0,566844001.0
1,161548843.0,235825476.0
1,73436675.0,437450258.0
1,162953420.0,627215432.0
1,86486355.0,258636059.0
1,15099098.0,468912369.0
1,165671395.0,500765472.0
1,163054630.0,395627247.0
1,139090674.0,633449052.0
1,171080296.0,640428933.0
1,35524403.0,184229290.0
1,97408750.0,296545087.0
1,132390244.0,819778214.0
2,120446441.0,642463098.0
1,135854652.0,864013225.0
1,110016351.0,122304382.0
1,136104547.0,446771227.0
2,318169674.0,784493240.0
1,23354017.0,426925335.0
1,20421245.0,406248470.0
1,127827292.0,676313892.0
1,49963837.0,697771657.0
1,217677859.0,566463790.0
1,34453896.0,413398796.0
1,62947405.0,231035724.0
2,184589315.0,840866977.0
1,30261125.0,407509381.0
2,225430683.0,801475770.0
2,178637195.0,646995449.0
1,79236804.0,658239263.0
1,17673270.0,238413593.0
1,55461851.0,824743437.0
1,161897809.0,800382783.0
1,146057046.0,691334924.0
1,98343266.0,540765006.0
1,86436946.0,279633004.0
2,172322522.0,1177222165.0
1,34444152.0,765893298.0
1,169982243.0,692670411.0
1,18497709.0,430945757.0
2,38868079.0,1335453787.0
1,18786358.0,499288196.0
2,102296590.0,448589574.0
1,86486263.0,585316564.0
4,232215307.0,1677762509.0
2,35252627.0,1177079293.0
2,155714744.0,818268781.0
3,150638617.0,1702859849.0
2,100088326.0,761314881.0
1,73297467.0,459965295.0
1,147821407.0,815639584.0
2,38817400.0,653314128.0
2,102996181.0,1660824770.0
2,51814886.0,1503166534.0
1,128960364.0,734434634.0
2,49510610.0,1049384743.0
1,104378264.0,637787956.0
1,117973450.0,577200819.0
2,364193502.0,1340669862.0
1,55822180.0,426648736.0
1,134444675.0,701616664.0
1,127406757.0,891455906.0
1,29853598.0,104390718.0
2,109545892.0,959841091.0
1,86486402.0,530031757.0
2,113058410.0,641711071.0
2,211571158.0,683763030.0
1,156071702.0,391075496.0
2,268529031.0,857792599.0
1,86456281.0,537692738.0
1,46140870.0,825261751.0
2,113298094.0,1590311224.0
1,155697934.0,408144776.0
1,39763433.0,940397114.0
1,102628642.0,579421924.0
1,25374078.0,490940763.0
1,16904384.0,901839829.0
12,6294055244.0,4976195043.0
1,151577597.0,345903250.0
1,82226066.0,390978726.0
2,208539644.0,216646603.0
2,172972802.0,612802628.0
1,113840442.0,508870395.0
1,32991424.0,272495813.0
1,85284970.0,710036128.0
2,63500295.0,828466811.0
1,13500276.0,378682909.0
2,408615692.0,1632408685.0
1,133819849.0,726752333.0
1,132586656.0,378149547.0
1,55805933.0,395893083.0
1,20724342.0,479683422.0
1,74172275.0,612287158.0
1,54556245.0,479493791.0
1,14496599.0,889583678.0
2,229558026.0,501029610.0
1,110494181.0,337524985.0
1,91668139.0,149703868.0
2,41441378.0,267775020.0
2,240996557.0,775326222.0
1,84654802.0,752450301.0
1,85039059.0,705694133.0
1,80355470.0,892228064.0
2,71252314.0,1260735310.0
1,20110343.0,65356345.0
3,365666162.0,1902792922.0
1,86486326.0,342753003.0
1,152732977.0,842752386.0
4,404887668.0,2249570074.0
2,279269946.0,731017364.0
2,317866736.0,306133661.0
1,7819507.0,528347340.0
1,26461179.0,709060275.0
1,54654393.0,717336159.0
1,127008753.0,596307566.0
2,282239482.0,1308514354.0
1,147249610.0,405741199.0
1,134353448.0,450232741.0
1,17057470.0,330569330.0
1,59307784.0,593157242.0
1,308467083.0,134403122.0
1,115376460.0,794940805.0
2,606321275.0,609289617.0
1,62581861.0,855977946.0
1,161427819.0,827803017.0
1,144304364.0,465044035.0
1,133945559.0,116881056.0
5,321280576.0,2570446564.0
6,380226221.0,1731708976.0
1,175963327.0,280885760.0
2,213303755.0,884272687.0
1,108124744.0,641676008.0
1,238648660.0,138875903.0
2,204974401.0,1481898655.0
1,42840441.0,266927422.0
2,98861436.0,757507534.0
1,32472233.0,498301818.0
2,463855694.0,1074024666.0
1,155655324.0,488059986.0
1,43355011.0,775876085.0
1,187394424.0,168349910.0
3,361409077.0,1644230226.0
1,14440236.0,816275095.0
1,139383288.0,837361121.0
1,224173790.0,519736705.0
1,95789349.0,229913764.0
1,86486349.0,766742884.0
1,167325976.0,183682094.0
1,148574686.0,579274519.0
1,123004026.0,786581311.0
1,12058308.0,212649988.0
1,234285152.0,578655462.0
1,148095813.0,667679080.0
1,234181380.0,242275439.0
1,339384323.0,658434402.0
1,86486383.0,187007990.0
1,37808552.0,269172381.0
1,156914969.0,873404758.0
1,230836305.0,104415753.0
1,39088100.0,775802404.0
1,207160843.0,114629693.0
1,90303795.0,351765004.0
2,56070016.0,1228182080.0
1,64533021.0,141068542.0
1,127422359.0,413275605.0
1,31410253.0,299380773.0
2,73744406.0,1450633324.0
1,193670987.0,126432770.0
1,851616899.0,848798988.0
1,187987559.0,377246782.0
1,31735463.0,822951103.0
1,86486363.0,895446235.0
1,131867117.0,317598306.0
2,91715287.0,379837361.0
1,159647551.0,620465511.0
1,23800253.0,288926492.0
1,87480918.0,679338242.0
2,182154258.0,505466169.0
1,101982441.0,156466093.0
1,82832250.0,573758749.0
1,91758393.0,757387159.0
1,120806072.0,212685065.0
2,113712251.0,1177482069.0
2,181964452.0,336636306.0
3,345929473.0,1718277793.0
2,124631798.0,910621142.0
1,88765705.0,654388279.0
1,155764740.0,291013729.0
1,118717792.0,677944118.0
1,250537368.0,394907195.0
1,67180244.0,392341520.0
1,76311286.0,876197440.0
2,428430275.0,1110767768.0
1,139082194.0,686388849.0
1,25786931.0,723131982.0
1,339517797.0,616606191.0
1,144187763.0,557327898.0
2,60972165.0,954278473.0
2,197585649.0,925005685.0
1,63686739.0,607272291.0
1,174223124.0,292478878.0
1,219230723.0,595861672.0
1,309792443.0,299180484.0
5,455274431.0,2691063919.0
1,29650040.0,434418856.0
1,68706449.0,323598393.0
1,86486446.0,183245554.0
1,177833436.0,666618999.0
1,24064658.0,277683624.0
1,121786383.0,543623149.0
1,22580153.0,238069670.0
2,66519693.0,1156461067.0
2,327459517.0,1243803106.0
1,30553201.0,304013575.0
1,31312437.0,408420438.0
1,138002659.0,788888707.0
1,137507902.0,603686925.0
1,86238070.0,815251799.0
1,86486325.0,85116729.0
1,14606648.0,809090028.0
1,94173231.0,696769178.0
1,25160364.0,221028506.0
1,60356192.0,534404094.0
2,352188353.0,1033184507.0
1,24103598.0,728210109.0
1,141814689.0,182304415.0
1,69974857.0,236667137.0
1,147985110.0,437453846.0
1,87811301.0,485201915.0
1,119744593.0,510423550.0
2,236386627.0,1088425542.0
1,14052280.0,797915873.0
1,55036149.0,145080984.0
2,172403306.0,287862043.0
2,155304752.0,1193997595.0
1,219817147.0,487406074.0
1,98839075.0,780745482.0
1,89084377.0,120038054.0
1,86012149.0,605612477.0
1,96536833.0,261353718.0
1,21256585.0,226128997.0
2,98575991.0,1026889889.0
1,178254762.0,783235520.0
1,13066439.0,592768211.0
1,73320694.0,237851541.0
2,445614702.0,1476822071.0
1,141220129.0,142506618.0
1,112444192.0,435398263.0
1,329431374.0,271140759.0
1,263874946.0,705099652.0
1,86220547.0,483681555.0
2,293842668.0,995019299.0
2,313449717.0,1395630682.0
3,219999729.0,1198293165.0
1,82989342.0,806628143.0
1,104153902.0,224700937.0
2,45798015.0,1053475144.0
2,86404165.0,1249268622.0
1,86486323.0,216795371.0
2,306720612.0,982315612.0
1,99314445.0,604733322.0
2,298754136.0,265507528.0
2,417864322.0,931576154.0
1,20676895.0,851757618.0
1,35371466.0,515688434.0
1,101149819.0,295019848.0
1,105441917.0,467813779.0
3,139477660.0,1283074685.0
1,178500977.0,672421256.0
2,173184546.0,991943554.0
1,69016069.0,389059407.0
1,151156547.0,661264406.0
1,169594821.0,420027317.0
1,17601230.0,295291546.0
1,27117382.0,415836842.0
1,149680422.0,387954024.0
1,65359616.0,546585575.0
1,17723004.0,136021222.0
1,209491272.0,389289603.0
1,92392505.0,99348376.0
2,272744097.0,722315353.0
2,39897572.0,1299718286.0
2,133895697.0,614444862.0
4,536967881.0,1729538811.0
1,674473433.0,803804245.0
1,86486284.0,526095665.0
1,138863416.0,784311557.0
2,175415224.0,1213720308.0
1,21197726.0,562555389.0
1,110236353.0,882600906.0
1,98579228.0,560983667.0
1,139449115.0,230065552.0
1,86494825.0,170227559.0
1,43074531.0,269754421.0
1,91246430.0,208734579.0
1,160979572.0,556292564.0
1,33518140.0,819188318.0
1,85890514.0,436226646.0
1,25253424.0,149641329.0
2,355117479.0,1028930188.0
1,111621521.0,376161735.0
1,32761588.0,269358742.0
1,86486403.0,101035087.0
1,63471613.0,865067780.0
1,160951057.0,779045830.0
1,109886360.0,423610827.0
1,18264541.0,727386521.0
2,70927761.0,1094579712.0
1,86486344.0,57472703.0
1,49185556.0,757559108.0
1,14930504.0,385306376.0
1,109186926.0,59638487.0
2,238515887.0,919674581.0
1,50646231.0,719013383.0
1,158347153.0,794398339.0
1,40642165.0,775071978.0
1,30368272.0,886610001.0
1,160119840.0,550640686.0
1,103058628.0,644852702.0
2,351024915.0,948836684.0
2,133744628.0,440536701.0
1,86486274.0,192041752.0
1,85887453.0,272775636.0
1,29246455.0,152425532.0
1,278357152.0,412294954.0
1,91382694.0,221331444.0
2,170599434.0,852079046.0
1,153641822.0,272513856.0
1,109645294.0,293882767.0
1,86486259.0,303031131.0
1,86486389.0,508173104.0
1,197844574.0,92482288.0
1,527681143.0,920296966.0
1,86855903.0,512660263.0
2,55811380.0,409824072.0
1,36363954.0,408585791.0
1,177934680.0,673699040.0
1,165952636.0,108768797.0
1,52488758.0,876933780.0
2,193174856.0,1068596827.0
1,51721235.0,377402617.0
2,253717451.0,438455003.0
1,120071595.0,663162860.0
2,409992764.0,1278900962.0
1,155013671.0,477632971.0
2,66155279.0,539703959.0
1,9753704.0,564933651.0
2,156445978.0,781650313.0
1,138532653.0,249667469.0
1,25274917.0,103640576.0
1,103749898.0,367851601.0
1,86362380.0,465954548.0
1,27720482.0,826730595.0
1,154833318.0,855181101.0
1,59754693.0,503521355.0
1,45820977.0,303427253.0
1,58825652.0,921379499.0
1,26539634.0,818263609.0
1,17587052.0,202190710.0
1,17415934.0,654347677.0
1,86486359.0,95636257.0
1,150741359.0,211500606.0
1,13964469.0,603864791.0
1,165626880.0,823927315.0
1,21718191.0,312383307.0
1,137088222.0,753613331.0
1,18852087.0,347831229.0
2,25278167.0,182720168.0
2,101516236.0,1402116664.0
1,168868194.0,786145609.0
1,112850624.0,244463850.0
1,55253081.0,172912540.0
1,105742203.0,404761247.0
1,622545367.0,162570488.0
1,114264802.0,511065934.0
1,86486385.0,650526159.0
1,122205957.0,598497277.0
1,36337211.0,717278857.0
2,395469550.0,1502111041.0
3,422099111.0,1931591268.0
1,140126943.0,738660273.0
1,137854324.0,158496598.0
1,67880210.0,511270384.0
1,127204267.0,793274931.0
1,47821232.0,133916899.0
2,113300199.0,1465502195.0
5,566237286.0,1954610958.0
2,88885607.0,1185313082.0
1,16791276.0,844335248.0
1,84446673.0,208438885.0
1,233510231.0,290103069.0
2,85248708.0,1184579456.0
1,134583321.0,665219180.0
2,185792547.0,962383004.0
