Session_Frequency,Total_Duration,Total_Traffic
2,79343891.0,374285393.0
1,227963383.0,735338976.0
2,449340346.0,649437590.0
1,259829011.0,316407901.0
1,157391576.0,562549356.0
1,171469406.0,393198202.0
1,172812519.0,221013193.0
1,23377660.0,293278001.0
1,48895973.0,560399916.0
1,78077921.0,694799855.0
1,83232276.0,646417623.0
1,86486393.0,517051473.0
1,141982031.0,681598831.0
1,178688872.0,730468170.0
1,46027186.0,473182927.0
2,230948853.0,726599124.0
1,88744552.0,442298011.0
1,119287586.0,303093919.0
1,240250752.0,73006086.0
1,106336495.0,271179593.0
1,86487149.0,148826186.0
1,86246207.0,719487465.0
2,103842748.0,854513740.0
1,86282034.0,598683198.0
1,30992273.0,132439860.0
3,265907231.0,1573539022.0
1,86486299.0,127795072.0
1,22164039.0,360646793.0
2,106591557.0,1248229328.0
1,210883089.0,60204289.0
2,253552918.0,1184694149.0
1,183802106.0,712430507.0
2,224434699.0,1012628185.0
1,27978655.0,235773263.0
2,124563419.0,1040706818.0
1,172512525.0,855466288.0
1,141461132.0,515491800.0
2,39835890.0,671974583.0
1,257970258.0,182887026.0
1,14122534.0,646593465.0
1,116550008.0,752960179.0
1,110917168.0,110960947.0
1,24200608.0,685907708.0
1,41328769.0,838897778.0
1,80462815.0,560534964.0
1,15362499.0,150902623.0
1,86486325.0,720290704.0
1,152718807.0,771283376.0
2,237957451.0,351374095.0
1,63715893.0,258300792.0
2,186089498.0,939636544.0
1,102657896.0,709346212.0
1,86487133.0,369494611.0
1,137849707.0,362538410.0
1,189882554.0,793615201.0
1,41843294.0,382769590.0
1,57430892.0,342504162.0
2,217201358.0,668816622.0
1,19413926.0,308583564.0
1,117090657.0,445776191.0
1,184300977.0,573825351.0
1,23999824.0,397414308.0
2,220461736.0,978665052.0
1,204157728.0,826919808.0
1,84406429.0,635273260.0
1,77860485.0,779026134.0
1,18590045.0,166864305.0
1,149611340.0,338292527.0
1,87231172.0,656184909.0
1,51971267.0,316637599.0
1,151571089.0,162224166.0
2,707315038.0,1132678032.0
1,172637807.0,805982791.0
2,79508646.0,1350296554.0
1,82639136.0,323318504.0
3,348379451.0,660926831.0
1,93541893.0,821033921.0
1,155540442.0,695039163.0
1,74968128.0,282817631.0
2,141778353.0,976931011.0
1,33890188.0,683163356.0
1,24228173.0,599401049.0
2,81107398.0,716267236.0
2,105691115.0,988551903.0
1,50305008.0,221381589.0
3,505757712.0,782708944.0
1,56690762.0,853272186.0
1,26842741.0,539670104.0
1,54654577.0,625157195.0
1,108536537.0,373077056.0
1,161625603.0,833211555.0
1,86486321.0,140996679.0
1,86486382.0,866375499.0
2,146697853.0,691638769.0
2,72815243.0,706660138.0
1,95852108.0,217021012.0
1,60304184.0,878210083.0
1,151233140.0,595830895.0
1,116510192.0,164659229.0
1,101907685.0,203050432.0
2,275570142.0,969643902.0
1,24950264.0,814458448.0
1,163357501.0,764901342.0
1,109901736.0,241722386.0
1,23029302.0,856044164.0
1,55941802.0,213023584.0
2,91865333.0,1568210160.0
1,85055808.0,520700903.0
1,156561490.0,108164623.0
1,48048828.0,866582484.0
1,107478533.0,827074963.0
2,55817297.0,869131985.0
1,100361798.0,744987943.0
1,259462561.0,360353458.0
1,17001944.0,891908857.0
4,146113919.0,2378797408.0
1,124083856.0,531764783.0
1,158558923.0,255444146.0
1,45774986.0,361212739.0
1,98827068.0,646254862.0
1,23164003.0,920447927.0
1,86743507.0,359409060.0
1,11986515.0,482039700.0
2,172972829.0,1432888258.0
1,259438360.0,365216029.0
1,160523527.0,766020622.0
2,231923573.0,1171390913.0
1,118202742.0,169397766.0
3,287319016.0,2167865656.0
1,128082573.0,817289137.0
1,133770419.0,776542184.0
1,148291986.0,491500132.0
1,145274952.0,241617599.0
1,131660591.0,865421750.0
1,141075387.0,94449231.0
1,199354279.0,173054768.0
1,149894790.0,600773092.0
1,36005637.0,430806216.0
2,202919095.0,871681526.0
1,20084370.0,739282455.0
1,12900180.0,190763861.0
1,86486367.0,730141750.0
1,41724002.0,125401177.0
1,43863747.0,137973246.0
1,86486372.0,459702565.0
2,129242416.0,1395279785.0
1,94073384.0,211310329.0
1,105049218.0,177561974.0
2,76530951.0,560087864.0
2,163489708.0,1183904431.0
2,181538937.0,591794320.0
1,42617693.0,574253408.0
2,188640673.0,1193556434.0
1,209645950.0,174664355.0
2,77223525.0,1619362537.0
1,86764827.0,625224963.0
2,34167739.0,1089682419.0
1,283597275.0,680021312.0
1,143714567.0,839090185.0
1,86486354.0,384869963.0
1,99908179.0,183553157.0
1,22703104.0,743446838.0
2,327522140.0,904953854.0
1,315808466.0,881142292.0
1,139010463.0,867695303.0
2,343106416.0,822896928.0
1,61967696.0,382089164.0
1,14892263.0,491296448.0
3,376041662.0,1603633088.0
1,25723438.0,858890367.0
1,135063708.0,642014983.0
1,264060092.0,203476988.0
1,179852529.0,693886078.0
1,207281656.0,525068214.0
1,174149320.0,150432229.0
1,191184750.0,900466221.0
1,142664501.0,524806206.0
2,188242126.0,722386703.0
1,85809067.0,224915570.0
1,137064050.0,895010221.0
1,93638458.0,142199392.0
2,310875314.0,362213120.0
1,215499775.0,533174440.0
2,56603886.0,1231569454.0
1,85893365.0,438075583.0
1,103891299.0,411527988.0
1,79476923.0,686129209.0
1,124162535.0,509026867.0
2,141701647.0,471935048.0
1,26186461.0,360296301.0
3,114199271.0,1718847769.0
1,177713000.0,629246712.0
2,67490168.0,1058946284.0
1,96405445.0,94382174.0
1,34430882.0,203512031.0
1,25870834.0,298122486.0
1,193243693.0,746331080.0
1,173594778.0,124084289.0
1,86486384.0,778496148.0
1,51568202.0,788492344.0
2,125742361.0,586707470.0
1,260911060.0,620489881.0
1,140731019.0,209104061.0
1,94509531.0,656545305.0
1,217929090.0,100511045.0
1,106567834.0,536084753.0
1,158894170.0,81983393.0
1,12239518.0,415903306.0
1,97978673.0,655465674.0
1,60293512.0,783235180.0
1,86486261.0,453178996.0
1,66518786.0,96855881.0
2,142925784.0,1126649216.0
1,103153001.0,562561214.0
1,23464978.0,332498050.0
1,30988683.0,547575668.0
1,79426290.0,748673570.0
1,90037440.0,839416703.0
2,234924990.0,1690941458.0
3,309241572.0,1056849790.0
1,95234474.0,775315458.0
1,150817359.0,858321342.0
1,174169385.0,408484374.0
1,64871763.0,494049806.0
1,147114347.0,730532672.0
1,154350826.0,747706977.0
1,231755273.0,323862421.0
1,190454522.0,777558014.0
2,240021996.0,1198951407.0
2,202676822.0,320061916.0
1,179750883.0,847014887.0
1,13229068.0,491362074.0
1,44841892.0,729183511.0
4,353724514.0,2282408411.0
2,258719972.0,1356827257.0
1,158509248.0,719522564.0
1,127910551.0,728257353.0
1,138531524.0,199913506.0
1,164852616.0,555408381.0
1,259081838.0,718997427.0
1,13507957.0,489900637.0
2,54310627.0,751098225.0
2,189424459.0,689020722.0
1,60055638.0,258324515.0
1,86482825.0,891457754.0
2,77355875.0,1333554492.0
1,120769437.0,508362604.0
1,90911357.0,630335464.0
1,150612201.0,587926885.0
3,95182442.0,942012817.0
1,19781422.0,845341875.0
1,24646954.0,572783794.0
1,24767371.0,403669188.0
2,112092956.0,951472676.0
2,139424516.0,1171505449.0
1,36713695.0,180695403.0
1,86484070.0,368842409.0
1,129168657.0,540984939.0
1,139822604.0,848675250.0
1,18358459.0,591099824.0
1,100733072.0,293522592.0
1,55926103.0,467365169.0
1,128628495.0,859531922.0
1,310130844.0,221805233.0
1,132853658.0,787366142.0
1,147627186.0,279673101.0
1,99617772.0,153162570.0
2,348875957.0,857982146.0
2,190878377.0,812756202.0
1,17565231.0,615368358.0
2,86125295.0,1113253385.0
1,101772795.0,901141079.0
1,24824771.0,271889273.0
2,168940182.0,1315973251.0
1,215991055.0,329786498.0
1,85512074.0,594061928.0
1,22233246.0,549708978.0
1,73247992.0,343274149.0
1,56677041.0,770940458.0
1,181083937.0,481227446.0
2,287951683.0,762152582.0
2,172972694.0,974725229.0
1,46437546.0,255195455.0
1,102490109.0,830830330.0
1,29206756.0,673574362.0
2,204264581.0,1347871035.0
1,96253424.0,463727309.0
1,86339771.0,670266632.0
2,237467792.0,1243635453.0
1,141655918.0,110038888.0
1,20991204.0,586740687.0
2,172972706.0,1084110215.0
1,7583016.0,909334010.0
2,176600250.0,1374822367.0
2,191982739.0,372411106.0
2,366967478.0,802841731.0
1,162666402.0,834756676.0
1,89270274.0,686390647.0
1,44782656.0,206260464.0
4,803083565.0,2383531367.0
1,76320114.0,127390772.0
1,92707023.0,854158441.0
1,149418390.0,77304713.0
1,77338518.0,366745799.0
1,85888562.0,372793929.0
1,179404448.0,71547881.0
1,57422464.0,323490568.0
2,250370406.0,1384976839.0
1,88300137.0,385342641.0
2,263543337.0,812958872.0
1,196756209.0,839940183.0
1,100695591.0,459933434.0
2,201712210.0,1448338693.0
1,98700247.0,615339145.0
1,242042998.0,591441548.0
1,125550307.0,857633233.0
1,134213646.0,451272409.0
1,86478880.0,256105314.0
1,31980649.0,826086417.0
1,87450541.0,485683228.0
1,15589401.0,205239874.0
1,175846045.0,85639792.0
1,121088710.0,587813451.0
2,89782319.0,1367417651.0
1,38825939.0,668130311.0
3,299370099.0,1803440407.0
1,115105029.0,845148643.0
6,512831340.0,2080024140.0
1,41344773.0,356321035.0
1,159136177.0,548663135.0
1,70997239.0,807221587.0
1,86486240.0,376056906.0
2,107628846.0,318183344.0
1,128592129.0,305567949.0
2,76698586.0,787975988.0
1,116912505.0,717084463.0
1,79755607.0,702526613.0
2,226274760.0,847087397.0
1,262336858.0,96087305.0
2,460142068.0,486982729.0
2,260097949.0,1459036326.0
2,261421648.0,1069929614.0
1,119788854.0,885552787.0
2,140668497.0,716986293.0
1,158557652.0,611938504.0
2,254127410.0,1443012941.0
1,39986254.0,87544250.0
1,130816019.0,880093247.0
3,307396730.0,1531017698.0
1,23735151.0,557977474.0
1,86486391.0,784877136.0
2,112073335.0,1130779566.0
1,165462224.0,709113463.0
1,31202132.0,98042394.0
1,236686806.0,847766120.0
1,19374059.0,762906701.0
1,216911141.0,825097333.0
1,23249865.0,720018496.0
1,165393898.0,531319513.0
1,86486400.0,807473060.0
1,100634623.0,71491391.0
3,467977068.0,1009170223.0
1,45833972.0,377498769.0
1,146917402.0,664851916.0
1,86458625.0,648351314.0
1,50225658.0,679389170.0
1,67068284.0,95169438.0
1,14187641.0,729512069.0
1,86486297.0,616035292.0
2,257764571.0,1543628651.0
1,164159671.0,683339740.0
2,444845240.0,1247226614.0
1,86486324.0,148204057.0
1,21600181.0,283278175.0
1,99287042.0,500782169.0
1,84152397.0,642672515.0
1,69044790.0,209760957.0
1,11193603.0,540154372.0
6,610460751.0,3813635006.0
1,102382860.0,209154241.0
1,111355209.0,220571889.0
2,78486095.0,442939853.0
1,55871332.0,731558432.0
1,66071115.0,577837847.0
1,86486240.0,369454450.0
2,88412150.0,553149675.0
1,13939565.0,644264615.0
1,17571738.0,818860890.0
1,28778794.0,592693840.0
1,22758375.0,316428448.0
1,150249749.0,904029791.0
1,53292036.0,304726475.0
2,184286625.0,702751368.0
1,149554354.0,680268445.0
2,213198458.0,502172293.0
2,77086807.0,678661958.0
2,383593705.0,1584576315.0
1,21673722.0,586937255.0
1,87172646.0,399065148.0
1,138408983.0,398105064.0
2,109738275.0,1203840460.0
2,40627750.0,989883864.0
3,421662645.0,2334487172.0
2,268630452.0,727052146.0
1,70144534.0,419952413.0
1,25014813.0,502137775.0
1,314650482.0,182496628.0
1,63513957.0,603597512.0
1,102663487.0,773397461.0
1,186601372.0,506446891.0
1,62957039.0,567855042.0
1,105192498.0,342279971.0
1,48700578.0,475029418.0
2,56439084.0,1431012267.0
1,87820962.0,353132597.0
2,408005542.0,701973757.0
1,63890780.0,843593966.0
1,203136180.0,837401651.0
1,86486366.0,507594159.0
1,320236074.0,753016381.0
2,44887457.0,843240237.0
1,22565008.0,655832146.0
1,36554057.0,500497469.0
2,441737246.0,278078931.0
2,101675440.0,856140649.0
2,69044413.0,1211763936.0
2,303349417.0,666574966.0
1,141674678.0,140062374.0
1,95687706.0,305531499.0
1,19087221.0,673968448.0
1,159142271.0,174524591.0
1,311436087.0,571275194.0
1,87397079.0,354140748.0
1,30100623.0,499541035.0
1,87825161.0,572855603.0
1,57238928.0,773407502.0
2,239285925.0,591873929.0
1,99540708.0,322657164.0
1,63258496.0,861355739.0
1,118716770.0,507698916.0
2,246623452.0,820076131.0
1,94415062.0,322070748.0
1,105266941.0,343919761.0
1,28102059.0,159225937.0
1,103611069.0,640523388.0
1,91904715.0,526892271.0
1,176544978.0,367302140.0
1,16217379.0,177278076.0
2,189294340.0,1140364845.0
1,32226552.0,855878583.0
1,47384349.0,492518995.0
2,262402830.0,649645209.0
1,153215160.0,85648524.0
2,350749994.0,1202405619.0
1,134230682.0,896961095.0
1,16815995.0,327093984.0
1,202850915.0,426187160.0
1,153195130.0,194283600.0
1,85893658.0,408147809.0
1,125812543.0,531947293.0
1,29507052.0,505056639.0
2,58811154.0,982667100.0
2,296382347.0,1422264436.0
1,88949928.0,369713741.0
1,118196766.0,514521341.0
1,28673238.0,556903522.0
1,66273865.0,765196960.0
1,99413367.0,242732380.0
2,107766420.0,587331974.0
1,150551223.0,397290941.0
2,277971498.0,1787926633.0
1,86082117.0,882075054.0
1,34884172.0,116002198.0
2,117745920.0,729119433.0
1,22218993.0,544657865.0
1,78990112.0,656767510.0
1,248249892.0,372350781.0
1,194160469.0,575064153.0
1,59142086.0,630143117.0
1,12534233.0,136823921.0
1,86486432.0,335531723.0
1,142779574.0,277231271.0
1,159060465.0,442931460.0
2,132673946.0,1282455416.0
1,18921109.0,620608323.0
1,100404678.0,589129878.0
1,18688448.0,757574759.0
2,102674981.0,1408000248.0
1,20897854.0,707090233.0
2,162770265.0,760277213.0
1,31140296.0,493601212.0
1,33085229.0,459222226.0
2,100020454.0,977690441.0
1,261785795.0,320610414.0
3,321563780.0,1044650322.0
1,176622612.0,408023075.0
1,256983014.0,513016527.0
1,165166704.0,893409696.0
1,12594163.0,405478356.0
1,171790492.0,423233144.0
1,30419934.0,859912903.0
1,198896295.0,657846311.0
1,258686882.0,916024576.0
1,81147768.0,657060734.0
2,222315989.0,574958925.0
1,68094637.0,158017764.0
2,50529887.0,998442629.0
1,21812629.0,893441918.0
1,86486309.0,742753405.0
1,205547023.0,484409678.0
2,172812492.0,1333271657.0
2,219114620.0,1015515597.0
1,87744155.0,614803030.0
1,139678989.0,712482371.0
1,103451374.0,387091483.0
1,17803590.0,285365830.0
2,395287739.0,709334187.0
1,101376073.0,686533246.0
1,153661473.0,704093901.0
1,36003537.0,170168284.0
1,15896995.0,897468687.0
1,55133473.0,387028585.0
1,31345807.0,868821754.0
1,144382143.0,705211701.0
1,21883858.0,620416710.0
1,27729373.0,510520822.0
2,88887778.0,1161191729.0
1,56401115.0,845870169.0
1,37088744.0,722605536.0
2,155234767.0,720223933.0
1,136025320.0,504548339.0
1,167253561.0,235231492.0
1,67101890.0,266810661.0
1,21667273.0,161274288.0
1,85165645.0,416827631.0
2,364978322.0,777405655.0
1,19020726.0,215139715.0
1,32555581.0,793638849.0
2,197588392.0,924822015.0
1,77053152.0,138001360.0
1,25652494.0,713062494.0
1,300365315.0,584806471.0
1,84262489.0,535107693.0
2,101564040.0,1033984337.0
1,129388964.0,645845981.0
1,53113342.0,750763951.0
1,150036817.0,812522796.0
1,129685453.0,893741776.0
1,13632879.0,470443463.0
1,218911109.0,141058978.0
1,84103548.0,438129712.0
2,48330203.0,1499205333.0
1,128962994.0,784147073.0
1,150835718.0,292172810.0
1,89571024.0,557546629.0
1,35534467.0,817517605.0
1,15754121.0,895451304.0
1,98112826.0,566368586.0
1,180234074.0,523498145.0
1,130475770.0,54156026.0
1,13172575.0,209569634.0
1,256704466.0,177535880.0
1,91477800.0,630227629.0
1,129809828.0,785959428.0
1,86486312.0,369165743.0
1,102067966.0,438505338.0
1,116704555.0,742505702.0
1,86493346.0,814048053.0
3,342155834.0,2066879256.0
1,336579755.0,101866061.0
2,107440535.0,661670243.0
1,16473831.0,884990163.0
2,254509056.0,1089753678.0
1,100490691.0,557753537.0
1,59143681.0,199026380.0
2,181991917.0,968497957.0
1,42651920.0,639788811.0
1,160028198.0,441462373.0
1,143809805.0,136075636.0
1,27902388.0,660054479.0
1,42709907.0,653130659.0
1,37143739.0,215696399.0
1,245225565.0,431732517.0
2,355808373.0,873855077.0
3,272789089.0,1543569538.0
2,152223827.0,857188451.0
1,102580885.0,386522242.0
1,61079199.0,155297133.0
1,98563300.0,904304041.0
2,229081259.0,945126361.0
2,190079587.0,997012242.0
1,92214673.0,733594349.0
1,92333444.0,517890451.0
1,204220933.0,590641475.0
1,87848185.0,152361425.0
1,9862917.0,318550095.0
2,340805510.0,839929297.0
2,28797518.0,1121128634.0
2,290837109.0,776819461.0
1,86486278.0,307829102.0
1,86486338.0,878525657.0
1,249027515.0,228048892.0
1,86486345.0,233440046.0
4,645896189.0,1174064480.0
1,389239726.0,661068469.0
1,119933000.0,486883871.0
1,59784282.0,743811411.0
2,114907773.0,1624610778.0
1,22303820.0,226492815.0
1,110177161.0,238275214.0
1,86486379.0,398171915.0
3,445857802.0,1223687071.0
1,94159592.0,418945054.0
1,112940133.0,113732722.0
1,23734973.0,282315222.0
2,50646480.0,1024735922.0
5,297892035.0,2491154239.0
1,232429181.0,788832209.0
1,136714993.0,62072923.0
2,58084551.0,1048439865.0
1,36930320.0,445988951.0
1,166340290.0,235206127.0
1,21208625.0,524160424.0
1,25410765.0,636648261.0
1,164666091.0,333674272.0
1,22725847.0,291503394.0
1,33284144.0,226308082.0
1,69822201.0,443550618.0
1,29561052.0,885242391.0
2,305538136.0,976485477.0
1,74803935.0,298262942.0
1,250704028.0,92394846.0
1,100475090.0,169222639.0
1,132390655.0,223520577.0
1,31407927.0,180609477.0
4,426212396.0,1377753930.0
1,30822945.0,772262499.0
1,124045535.0,914570255.0
1,174738028.0,887253190.0
2,31319666.0,1066423589.0
2,284565175.0,1090416314.0
1,185694254.0,758574238.0
1,86484890.0,722114224.0
4,240124256.0,2062434551.0
1,57255920.0,386121898.0
1,95707950.0,698837715.0
1,36857823.0,382355630.0
1,92624105.0,903059521.0
1,201086129.0,559851858.0
1,86486300.0,467631231.0
1,66496138.0,107061012.0
1,32307206.0,649865751.0
2,26470034.0,1211895141.0
1,86811812.0,297300710.0
3,339996534.0,866183912.0
1,56136266.0,855787590.0
1,86486352.0,752606553.0
1,64520327.0,851863654.0
2,30973761.0,749380859.0
1,35496168.0,356377952.0
1,627050767.0,577610793.0
2,205526172.0,1383877883.0
2,249339153.0,669737496.0
1,86486332.0,276132074.0
2,196405845.0,425076311.0
3,349763439.0,1560957609.0
2,171325429.0,465758086.0
4,559752780.0,2215283767.0
2,172967281.0,705653419.0
1,117950104.0,303437250.0
1,26958865.0,429954414.0
3,321867806.0,969705651.0
1,176949854.0,415206477.0
1,69722081.0,673690537.0
2,251141454.0,839978630.0
1,159088684.0,882864904.0
1,125503149.0,537454690.0
1,199046626.0,717621992.0
1,154194347.0,456481336.0
1,18305641.0,550555412.0
2,292832176.0,580325467.0
1,209149103.0,822194490.0
2,63383222.0,1229556205.0
1,185394220.0,402783663.0
2,125969889.0,1413511899.0
1,172102145.0,637916598.0
1,52036807.0,211634498.0
1,86485111.0,827231920.0
3,125125109.0,1056765734.0
1,107890250.0,912276421.0
1,53651556.0,196692994.0
1,20572794.0,556540690.0
3,238377532.0,2139298380.0
1,155246409.0,661634152.0
2,25496095.0,1473433247.0
2,116203465.0,1511160457.0
1,88652776.0,507428767.0
1,101009787.0,571456491.0
1,144435015.0,302468208.0
1,86411398.0,525236522.0
1,152551966.0,679761854.0
1,156237974.0,696136922.0
1,115194261.0,673123484.0
5,547955908.0,2244445270.0
1,88444957.0,164104114.0
1,43204108.0,703303522.0
1,172110289.0,122744238.0
1,140147541.0,527812751.0
1,150959554.0,631538919.0
1,86311812.0,782465587.0
1,143610665.0,766041776.0
1,40965377.0,503758399.0
1,317627786.0,277173473.0
2,106932435.0,593520604.0
1,426465651.0,469614093.0
1,86486415.0,862669965.0
1,166939597.0,735752656.0
2,181567011.0,1518083629.0
1,34721311.0,451269611.0
1,86486362.0,220327723.0
1,13818918.0,441158421.0
1,11411305.0,720115409.0
1,81645713.0,152760322.0
1,29115166.0,718909086.0
1,114837760.0,657545335.0
1,86294747.0,268706485.0
4,256412541.0,2972137124.0
2,173287017.0,1288298393.0
1,60237826.0,443941958.0
1,71913241.0,130217413.0
2,56663974.0,1058969651.0
1,55272830.0,426879611.0
2,232498027.0,732852600.0
1,77893103.0,544268466.0
1,123161738.0,481234689.0
1,97773064.0,116217504.0
1,73708701.0,444069901.0
1,148177074.0,417726697.0
1,21964550.0,282878151.0
1,158826672.0,140048563.0
1,57891431.0,98177660.0
1,10305106.0,895115594.0
1,168389235.0,632817283.0
2,380128607.0,985793234.0
1,145990104.0,313860892.0
1,80318190.0,316379587.0
1,227658705.0,830491957.0
1,340816228.0,602380697.0
1,34643927.0,511596413.0
1,167404524.0,289236728.0
1,80915629.0,690268004.0
1,67902014.0,269659725.0
1,152826961.0,911631428.0
2,49564738.0,1040556582.0
2,207377310.0,640196020.0
1,78720243.0,75105720.0
2,279495612.0,823228494.0
1,42627108.0,813186119.0
1,167413996.0,698219733.0
1,129677137.0,681731786.0
1,129485488.0,235139649.0
1,94447532.0,558447334.0
1,64046873.0,489184780.0
1,13329678.0,601633428.0
2,245409839.0,1279970901.0
1,41219702.0,529243546.0
1,105935140.0,509064137.0
1,214589780.0,152280224.0
1,108047417.0,815673278.0
1,257242374.0,294247908.0
1,151448546.0,456258063.0
1,104559458.0,288721029.0
3,225420199.0,1547739988.0
1,96467312.0,678885677.0
1,88839651.0,381633323.0
1,19372176.0,191577066.0
2,43901605.0,783138167.0
1,196115372.0,707215572.0
1,113588203.0,564446759.0
1,11636391.0,254530559.0
1,162147133.0,704093970.0
1,86486302.0,67354799.0
1,216279876.0,523670734.0
1,28128718.0,605343293.0
1,48055176.0,650973693.0
1,26927738.0,597528607.0
1,102751986.0,90704588.0
3,358658271.0,1349394630.0
1,181610988.0,227800312.0
1,35026889.0,601071434.0
1,24485362.0,540986197.0
1,82996910.0,61932702.0
1,26616936.0,839134877.0
2,253351627.0,1007051724.0
2,300624348.0,473800076.0
1,248375841.0,280557737.0
1,106947020.0,214612502.0
1,12134860.0,321396876.0
1,86486346.0,363863171.0
2,321050047.0,1207945879.0
1,190866624.0,372405513.0
1,170113105.0,504954393.0
1,13667730.0,653374447.0
1,118676831.0,235619694.0
1,71816596.0,247792364.0
5,704215076.0,1952562856.0
1,113619522.0,239090715.0
1,104390931.0,933803654.0
1,95384043.0,606698662.0
1,30530088.0,326262846.0
1,85528837.0,483531608.0
1,145748923.0,688913730.0
1,32008696.0,265978401.0
2,192680882.0,589411385.0
1,41250794.0,480130364.0
2,174596814.0,775733780.0
1,145343065.0,690097262.0
1,208219771.0,201610841.0
1,19826750.0,231005299.0
1,84447043.0,767873128.0
1,38789918.0,311395602.0
1,120481140.0,802623958.0
1,136624244.0,298418720.0
1,131295928.0,368608484.0
1,289021482.0,701761978.0
1,49471744.0,261457115.0
1,124881521.0,402598084.0
1,63419476.0,815254451.0
1,86486250.0,505440175.0
1,152021982.0,678904809.0
1,191226063.0,887582324.0
1,80835026.0,279217699.0
2,437182219.0,1204049628.0
1,435698200.0,822002493.0
1,95055725.0,612186215.0
1,93101375.0,716788017.0
4,351268286.0,2020860116.0
3,343019533.0,1912222049.0
1,245398478.0,156512504.0
1,149667831.0,808339589.0
1,21324306.0,526220735.0
1,17669522.0,781211996.0
2,270479586.0,1082264951.0
1,176787700.0,83952530.0
1,21577286.0,871068934.0
2,81423384.0,566254111.0
1,97784208.0,200699714.0
2,317080053.0,615100482.0
1,41959713.0,629886961.0
1,167381723.0,677762521.0
1,95176132.0,300611970.0
1,96877288.0,379703402.0
1,169546654.0,719740101.0
1,86486259.0,610125934.0
1,52694183.0,318274590.0
1,20966118.0,603934602.0
1,65928936.0,287939710.0
2,488734784.0,1473085525.0
2,568940164.0,529018811.0
2,352480559.0,493728686.0
2,303526178.0,830627506.0
1,86486251.0,743210769.0
1,169280200.0,314795716.0
1,21866955.0,737735055.0
1,28891123.0,538412194.0
2,111364291.0,998444084.0
1,159377250.0,91836235.0
1,15201711.0,321073552.0
1,72920146.0,694289125.0
1,23179185.0,657345846.0
1,16409947.0,371721007.0
1,94273663.0,137204458.0
2,237663154.0,1443819132.0
2,348983745.0,950079866.0
3,152496978.0,1463553197.0
1,86486437.0,808820893.0
2,65953887.0,444244239.0
1,80055622.0,488221937.0
1,28058179.0,237497676.0
1,75161551.0,191059637.0
1,142725065.0,255927133.0
1,81060283.0,905680548.0
1,49808535.0,842885624.0
1,14343494.0,225287765.0
1,28207200.0,206488687.0
1,85885768.0,400374713.0
1,164125818.0,558349696.0
1,72077099.0,566551711.0
1,90151426.0,749739892.0
1,86108263.0,251890983.0
1,86486415.0,116305020.0
2,152257829.0,1291443974.0
1,152771704.0,363365963.0
1,97112979.0,555263854.0
2,205003202.0,983033732.0
1,85127358.0,667705800.0
2,188303047.0,773454154.0
1,141661253.0,872569655.0
1,15889096.0,806818253.0
2,242632052.0,594139781.0
1,23974014.0,637535428.0
1,224799922.0,245480332.0
1,18477357.0,347451940.0
1,123722332.0,900455621.0
3,139039170.0,1792232765.0
1,66787330.0,520662754.0
1,70070507.0,508194309.0
1,12133668.0,626978006.0
1,32476459.0,616712884.0
1,47395089.0,310269720.0
2,186740803.0,888366546.0
1,86486337.0,903616288.0
1,140436480.0,829103520.0
1,116487867.0,86480663.0
1,138674970.0,642605620.0
1,39536232.0,393228053.0
1,31576919.0,219137367.0
1,173699209.0,687831460.0
1,82009166.0,301076574.0
1,90609542.0,237413417.0
1,116633724.0,885130410.0
1,146469880.0,568653459.0
3,743898592.0,1161952586.0
2,32726951.0,850109427.0
1,172738704.0,644502412.0
1,61911771.0,351228517.0
1,82666321.0,134549703.0
3,691492095.0,1590594192.0
1,159299096.0,482261913.0
1,86486368.0,337676111.0
1,153757481.0,129324403.0
1,85730004.0,493509327.0
3,211890080.0,1656424894.0
1,230988363.0,258840586.0
1,116994058.0,466538515.0
1,265835629.0,490423073.0
1,156254439.0,186899338.0
1,160030801.0,102674895.0
2,70442458.0,1554133950.0
1,148431819.0,856397558.0
1,95788426.0,841134389.0
2,204090127.0,1054379839.0
1,63991963.0,887548859.0
1,10330301.0,772228968.0
1,86486360.0,294553514.0
1,38358778.0,515487281.0
1,184342802.0,802276956.0
1,89052608.0,217187136.0
1,158805447.0,216705548.0
1,128721540.0,346034577.0
1,86486316.0,400103227.0
1,101267213.0,343205795.0
1,162059991.0,353958244.0
1,140959128.0,414958605.0
2,29433986.0,779993826.0
1,26702408.0,276471782.0
1,160897593.0,270713849.0
1,211243564.0,157898802.0
1,86481965.0,772498523.0
1,216551187.0,745944702.0
2,53651840.0,1068693949.0
1,107055295.0,598231570.0
1,41629266.0,857572055.0
2,185393535.0,743943125.0
1,45980733.0,477733097.0
2,114139534.0,1148583684.0
1,94156567.0,871027857.0
1,135671175.0,825772481.0
1,29815933.0,834879467.0
2,217723856.0,845186116.0
1,86486461.0,675275313.0
5,536689794.0,1920988162.0
1,94261679.0,340154277.0
1,91166817.0,907559995.0
4,388953258.0,1894468239.0
1,87638813.0,295253323.0
1,158151493.0,478599919.0
1,13137308.0,676051162.0
2,462592595.0,642227923.0
1,150125987.0,768619214.0
2,330880040.0,786575658.0
2,294758023.0,1243909675.0
1,86484692.0,87525262.0
1,33836539.0,307841077.0
3,482686802.0,2027201735.0
1,159295532.0,454832399.0
1,86486378.0,852862480.0
2,262917049.0,868184504.0
2,210533874.0,741099666.0
